Transfer CCY,Transfer Date,Order ID,Buy/Sell,Instrument type,Instrument subtype,Instrument,Instrument CCY,Trade Amount,Trade Price,Settled PL,Settled PL Clean,Signed Amount,Cumulative Position,Cumulative PL,Time Diff,Prev Side,Is_Toxic
USD,2025-08-21 12:42:00,752043,Buy,FOREX,Forex Majors,EUR/USD,USD,250000.0,1.16482,123.5,123.5,250000.0,65000.0,5226.64,0 days 00:00:00,Buy,False
USD,2025-08-21 12:42:00,752059,Buy,FOREX,Forex Majors,EUR/USD,USD,500000.0,1.16482,247,247.0,500000.0,565000.0,5473.64,0 days 00:00:00,Buy,False
USD,2025-08-21 12:42:00,752093,Buy,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16478,27.1,27.1,50000.0,615000.0,5500.74,0 days 00:00:00,Buy,False
USD,2025-08-21 12:42:00,752106,Buy,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16477,28,28.0,50000.0,665000.0,5528.74,0 days 00:00:00,Buy,False
USD,2025-08-21 12:42:00,752080,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16482,49,49.0,100000.0,765000.0,5577.74,0 days 00:00:00,Buy,False
USD,2025-08-21 12:42:00,752145,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16478,53.6,53.6,100000.0,865000.0,5631.34,0 days 00:00:00,Buy,False
USD,2025-08-21 12:42:00,752163,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16477,57,57.0,100000.0,965000.0,5688.34,0 days 00:00:00,Buy,False
USD,2025-08-21 12:42:00,752182,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16476,65,65.0,100000.0,1065000.0,5753.34,0 days 00:00:00,Buy,False
USD,2025-08-21 12:42:00,752197,Buy,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16478,31.2,31.2,50000.0,1115000.0,5784.54,0 days 00:00:00,Buy,False
USD,2025-08-21 12:42:00,752129,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16477,56.8,56.8,100000.0,1215000.0,5841.34,0 days 00:00:00,Buy,False
USD,2025-08-21 12:42:00,752227,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16478,63.6,63.6,100000.0,1315000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752625,Buy,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16441,—,0.0,50000.0,1365000.0,5904.9400000000005,0 days 00:02:00,Buy,False
USD,2025-08-21 12:44:00,752701,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16439,—,0.0,100000.0,1465000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752684,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16439,—,0.0,100000.0,1565000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752660,Buy,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16441,—,0.0,50000.0,1615000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752644,Buy,FOREX,Forex Majors,EUR/USD,USD,450000.0,1.16441,—,0.0,450000.0,2065000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752612,Buy,FOREX,Forex Majors,EUR/USD,USD,450000.0,1.16441,—,0.0,450000.0,2515000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752578,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.1644,—,0.0,100000.0,2615000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752565,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.1644,—,0.0,100000.0,2715000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752546,Buy,FOREX,Forex Majors,EUR/USD,USD,25000.0,1.16462,—,0.0,25000.0,2740000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752535,Buy,FOREX,Forex Majors,EUR/USD,USD,75000.0,1.16462,—,0.0,75000.0,2815000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752517,Buy,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16454,—,0.0,50000.0,2865000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 12:44:00,752599,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16442,—,0.0,100000.0,2965000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 13:05:00,752718,Buy,CFD,Metals,XAU/USD,USD,100.0,3340.75,-166.4,-166.4,100.0,5.0,272106.53,0 days 00:55:00,Buy,False
USD,2025-08-21 13:05:00,752728,Buy,CFD,Metals,XAU/USD,USD,260.0,3340.77,—,0.0,260.0,265.0,272106.53,0 days 00:00:00,Buy,False
USD,2025-08-21 13:05:00,752748,Sell,CFD,Metals,XAU/USD,USD,100.0,3339.98,-78.9,-78.9,-100.0,165.0,272027.63,0 days 00:00:00,Buy,True
USD,2025-08-21 13:05:00,752759,Sell,CFD,Metals,XAU/USD,USD,50.0,3339.98,-39.5,-39.5,-50.0,115.0,271988.13,0 days 00:00:00,Sell,False
USD,2025-08-21 13:08:00,752778,Sell,CFD,Metals,XAU/USD,USD,100.0,3341.11,34,34.0,-100.0,15.0,272022.13,0 days 00:03:00,Sell,False
USD,2025-08-21 13:08:00,752819,Sell,CFD,Metals,XAU/USD,USD,260.0,3341.57,—,0.0,-260.0,-245.0,272022.13,0 days 00:00:00,Sell,False
USD,2025-08-21 13:08:00,752808,Sell,CFD,Metals,XAU/USD,USD,100.0,3341.62,—,0.0,-100.0,-345.0,272022.13,0 days 00:00:00,Sell,False
USD,2025-08-21 13:08:00,752789,Sell,CFD,Metals,XAU/USD,USD,50.0,3341.11,5.1,5.1,-50.0,-395.0,272027.23,0 days 00:00:00,Sell,False
USD,2025-08-21 13:11:00,752838,Sell,CFD,Metals,XAU/USD,USD,100.0,3341.88,—,0.0,-100.0,-495.0,272027.23,0 days 00:03:00,Sell,False
USD,2025-08-21 13:16:00,752853,Sell,CFD,Metals,XAU/USD,USD,100.0,3342.1,—,0.0,-100.0,-595.0,272027.23,0 days 00:05:00,Sell,False
USD,2025-08-21 13:16:00,752883,Sell,CFD,Metals,XAU/USD,USD,100.0,3342.49,—,0.0,-100.0,-695.0,272027.23,0 days 00:00:00,Sell,False
USD,2025-08-21 13:16:00,752864,Sell,CFD,Metals,XAU/USD,USD,250.0,3342.04,—,0.0,-250.0,-945.0,272027.23,0 days 00:00:00,Sell,False
USD,2025-08-21 13:17:00,752914,Sell,CFD,Metals,XAU/USD,USD,100.0,3343.07,—,0.0,-100.0,-1045.0,272027.23,0 days 00:01:00,Sell,False
USD,2025-08-21 13:19:00,752931,Buy,CFD,Metals,XAU/USD,USD,100.0,3344.44,-299.85,-299.85,100.0,-945.0,271727.38,0 days 00:02:00,Sell,False
USD,2025-08-21 13:19:00,752942,Buy,CFD,Metals,XAU/USD,USD,350.0,3344.49,"-1,003.20",-1003.2,350.0,-595.0,270724.18,0 days 00:00:00,Buy,False
USD,2025-08-21 13:19:00,752961,Sell,CFD,Metals,XAU/USD,USD,100.0,3344.72,—,0.0,-100.0,-695.0,270724.18,0 days 00:00:00,Buy,True
USD,2025-08-21 13:19:00,752972,Sell,CFD,Metals,XAU/USD,USD,80.0,3344.7,—,0.0,-80.0,-775.0,270724.18,0 days 00:00:00,Sell,False
USD,2025-08-21 13:19:00,752991,Sell,CFD,Metals,XAU/USD,USD,100.0,3344.69,—,0.0,-100.0,-875.0,270724.18,0 days 00:00:00,Sell,False
USD,2025-08-21 13:19:00,753002,Sell,CFD,Metals,XAU/USD,USD,350.0,3344.65,—,0.0,-350.0,-1225.0,270724.18,0 days 00:00:00,Sell,False
USD,2025-08-21 13:52:00,753021,Buy,CFD,Metals,XAU/USD,USD,100.0,3338.46,354.1,354.1,100.0,-1125.0,271078.28,0 days 00:33:00,Sell,False
USD,2025-08-21 13:52:00,753031,Buy,CFD,Metals,XAU/USD,USD,80.0,3338.46,289.1,289.1,80.0,-1045.0,271367.38,0 days 00:00:00,Buy,False
USD,2025-08-21 13:53:00,753081,Buy,CFD,Metals,XAU/USD,USD,100.0,3338.89,330.75,330.75,100.0,-945.0,271698.13,0 days 00:01:00,Buy,False
USD,2025-08-21 13:53:00,753062,Buy,CFD,Metals,XAU/USD,USD,50.0,3338.6,172,172.0,50.0,-895.0,271870.13,0 days 00:00:00,Buy,False
USD,2025-08-21 13:53:00,753051,Buy,CFD,Metals,XAU/USD,USD,100.0,3338.6,344,344.0,100.0,-795.0,272214.13,0 days 00:00:00,Buy,False
USD,2025-08-21 13:53:00,753092,Buy,CFD,Metals,XAU/USD,USD,50.0,3338.89,180,180.0,50.0,-745.0,272394.13,0 days 00:00:00,Buy,False
USD,2025-08-21 13:56:00,753111,Buy,CFD,Metals,XAU/USD,USD,100.0,3337.95,503.3,503.3,100.0,-645.0,272897.43,0 days 00:03:00,Buy,False
USD,2025-08-21 13:56:00,753128,Buy,CFD,Metals,XAU/USD,USD,100.0,3338.02,645.25,645.25,100.0,-545.0,273542.68,0 days 00:00:00,Buy,False
USD,2025-08-21 13:56:00,753161,Buy,CFD,Metals,XAU/USD,USD,100.0,3338.01,669.25,669.25,100.0,-445.0,274211.93,0 days 00:00:00,Buy,False
USD,2025-08-21 13:56:00,753178,Buy,CFD,Metals,XAU/USD,USD,100.0,3337.81,687.8,687.8,100.0,-345.0,274899.73,0 days 00:00:00,Buy,False
USD,2025-08-21 13:56:00,753212,Buy,CFD,Metals,XAU/USD,USD,100.0,3337.93,672,672.0,100.0,-245.0,275571.73,0 days 00:00:00,Buy,False
USD,2025-08-21 13:56:00,753261,Buy,CFD,Metals,XAU/USD,USD,100.0,3338.16,649,649.0,100.0,-145.0,276220.73,0 days 00:00:00,Buy,False
USD,2025-08-21 13:56:00,753272,Buy,CFD,Metals,XAU/USD,USD,100.0,3338.16,292.05,292.05,100.0,-45.0,276512.78,0 days 00:00:00,Buy,False
USD,2025-08-21 13:56:00,753302,Buy,CFD,Metals,XAU/USD,USD,100.0,3338.19,—,0.0,100.0,55.0,276512.78,0 days 00:00:00,Buy,False
USD,2025-08-21 13:56:00,753291,Buy,CFD,Metals,XAU/USD,USD,100.0,3338.19,—,0.0,100.0,155.0,276512.78,0 days 00:00:00,Buy,False
USD,2025-08-21 13:56:00,753195,Buy,CFD,Metals,XAU/USD,USD,100.0,3337.98,667,667.0,100.0,255.0,277179.78,0 days 00:00:00,Buy,False
USD,2025-08-21 13:57:00,753331,Sell,CFD,Metals,XAU/USD,USD,140.0,3338.89,98,98.0,-140.0,115.0,277277.78,0 days 00:01:00,Buy,True
USD,2025-08-21 13:57:00,753321,Sell,CFD,Metals,XAU/USD,USD,100.0,3338.91,73.65,73.65,-100.0,15.0,277351.43,0 days 00:00:00,Sell,False
USD,2025-08-21 14:01:00,753422,Sell,CFD,Metals,XAU/USD,USD,50.0,3341.94,—,0.0,-50.0,-35.0,277351.43,0 days 00:04:00,Sell,False
USD,2025-08-21 14:01:00,753411,Sell,CFD,Metals,XAU/USD,USD,100.0,3341.94,-6.3,-6.3,-100.0,-135.0,277345.13,0 days 00:00:00,Sell,False
USD,2025-08-21 14:01:00,753392,Sell,CFD,Metals,XAU/USD,USD,50.0,3341.87,-26.15,-26.15,-50.0,-185.0,277318.98,0 days 00:00:00,Sell,False
USD,2025-08-21 14:01:00,753381,Sell,CFD,Metals,XAU/USD,USD,100.0,3341.87,4.2,4.2,-100.0,-285.0,277323.18,0 days 00:00:00,Sell,False
USD,2025-08-21 14:01:00,753361,Buy,CFD,Metals,XAU/USD,USD,50.0,3342.36,—,0.0,50.0,-235.0,277323.18,0 days 00:00:00,Sell,True
USD,2025-08-21 14:01:00,753351,Buy,CFD,Metals,XAU/USD,USD,100.0,3342.47,—,0.0,100.0,-135.0,277323.18,0 days 00:00:00,Buy,False
USD,2025-08-21 14:39:00,753451,Buy,CFD,Metals,XAU/USD,USD,200.0,3347.43,-192.15,-192.15,200.0,65.0,277131.03,0 days 00:38:00,Buy,False
USD,2025-08-21 14:39:00,753441,Buy,CFD,Metals,XAU/USD,USD,100.0,3347.37,-543,-543.0,100.0,165.0,276588.03,0 days 00:00:00,Buy,False
USD,2025-08-21 14:40:00,753531,Sell,CFD,Metals,XAU/USD,USD,100.0,3345.88,-22,-22.0,-100.0,65.0,276566.03,0 days 00:01:00,Buy,True
USD,2025-08-21 14:40:00,753512,Sell,CFD,Metals,XAU/USD,USD,200.0,3345.79,-144.45,-144.45,-200.0,-135.0,276421.58,0 days 00:00:00,Sell,False
USD,2025-08-21 14:40:00,753501,Sell,CFD,Metals,XAU/USD,USD,100.0,3345.83,-160,-160.0,-100.0,-235.0,276261.58,0 days 00:00:00,Sell,False
USD,2025-08-21 14:40:00,753481,Buy,CFD,Metals,XAU/USD,USD,200.0,3346.1,—,0.0,200.0,-35.0,276261.58,0 days 00:00:00,Sell,True
USD,2025-08-21 14:40:00,753471,Buy,CFD,Metals,XAU/USD,USD,100.0,3346.06,—,0.0,100.0,65.0,276261.58,0 days 00:00:00,Buy,False
USD,2025-08-21 14:40:00,753542,Sell,CFD,Metals,XAU/USD,USD,200.0,3345.84,-16.9,-16.9,-200.0,-135.0,276244.68,0 days 00:00:00,Buy,True
USD,2025-08-21 14:41:00,753561,Sell,CFD,Metals,XAU/USD,USD,100.0,3345.88,—,0.0,-100.0,-235.0,276244.68,0 days 00:01:00,Sell,False
USD,2025-08-21 14:41:00,753572,Sell,CFD,Metals,XAU/USD,USD,200.0,3345.82,—,0.0,-200.0,-435.0,276244.68,0 days 00:00:00,Sell,False
USD,2025-08-21 14:50:00,753811,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16076,—,0.0,100000.0,3065000.0,5904.9400000000005,0 days 02:06:00,Buy,False
USD,2025-08-21 14:50:00,753794,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16075,—,0.0,100000.0,3165000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753758,Buy,FOREX,Forex Majors,EUR/USD,USD,350000.0,1.16077,—,0.0,350000.0,3515000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753742,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16077,—,0.0,100000.0,3615000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753718,Buy,FOREX,Forex Majors,EUR/USD,USD,300000.0,1.16077,—,0.0,300000.0,3915000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753706,Buy,FOREX,Forex Majors,EUR/USD,USD,200000.0,1.16076,—,0.0,200000.0,4115000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753693,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16076,—,0.0,100000.0,4215000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753676,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16076,—,0.0,100000.0,4315000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753659,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16085,—,0.0,100000.0,4415000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753642,Buy,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16092,—,0.0,50000.0,4465000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753625,Buy,FOREX,Forex Majors,EUR/USD,USD,500000.0,1.16092,—,0.0,500000.0,4965000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753604,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.1609,—,0.0,100000.0,5065000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753591,Buy,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.1609,—,0.0,100000.0,5165000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:50:00,753828,Buy,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16076,—,0.0,50000.0,5215000.0,5904.9400000000005,0 days 00:00:00,Buy,False
USD,2025-08-21 14:51:00,754117,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16114,-326,-326.0,-100000.0,5115000.0,5578.9400000000005,0 days 00:01:00,Buy,True
USD,2025-08-21 14:51:00,754083,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16113,-346.65,-346.65,-100000.0,5015000.0,5232.29,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,754049,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16113,-361,-361.0,-100000.0,4915000.0,4871.29,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,754134,Sell,FOREX,Forex Majors,EUR/USD,USD,350000.0,1.16112,"-1,151.85",-1151.85,-350000.0,4565000.0,3719.44,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,753845,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16112,-365,-365.0,-100000.0,4465000.0,3354.44,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,753858,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16112,-365,-365.0,-100000.0,4365000.0,2989.44,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,753879,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16111,-366.35,-366.35,-100000.0,4265000.0,2623.09,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,753892,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16111,-367,-367.0,-100000.0,4165000.0,2256.09,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,753913,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16112,-366,-366.0,-100000.0,4065000.0,1890.0900000000001,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,753930,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16113,-365,-365.0,-100000.0,3965000.0,1525.0900000000001,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,753947,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16112,-366,-366.0,-100000.0,3865000.0,1159.0900000000001,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,754100,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16114,-340.3,-340.3,-100000.0,3765000.0,818.79,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,753979,Sell,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16112,-183.5,-183.5,-50000.0,3715000.0,635.29,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,753964,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16112,-366.35,-366.35,-100000.0,3615000.0,268.94,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,754015,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16112,-367,-367.0,-100000.0,3515000.0,-98.06,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,754032,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16113,-361.75,-361.75,-100000.0,3415000.0,-459.81,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,754066,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16113,-360.15,-360.15,-100000.0,3315000.0,-819.96,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,754168,Sell,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16114,-163.5,-163.5,-50000.0,3265000.0,-983.46,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,754147,Sell,FOREX,Forex Majors,EUR/USD,USD,250000.0,1.16112,-822.5,-822.5,-250000.0,3015000.0,-1805.96,0 days 00:00:00,Sell,False
USD,2025-08-21 14:51:00,753994,Sell,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16112,-183.5,-183.5,-50000.0,2965000.0,-1989.46,0 days 00:00:00,Sell,False
USD,2025-08-21 15:06:00,754185,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16107,-334,-334.0,-100000.0,2865000.0,-2323.46,0 days 00:15:00,Sell,False
USD,2025-08-21 15:06:00,754196,Sell,FOREX,Forex Majors,EUR/USD,USD,400000.0,1.16105,"-1,344.00",-1344.0,-400000.0,2465000.0,-3667.46,0 days 00:00:00,Sell,False
USD,2025-08-21 15:07:00,754226,Sell,FOREX,Forex Majors,EUR/USD,USD,400000.0,1.16096,-379.05,-379.05,-400000.0,2065000.0,-4046.51,0 days 00:01:00,Sell,False
USD,2025-08-21 15:07:00,754215,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16098,-341.3,-341.3,-100000.0,1965000.0,-4387.81,0 days 00:00:00,Sell,False
USD,2025-08-21 15:08:00,754255,Sell,FOREX,Forex Majors,EUR/USD,USD,400000.0,1.16116,98.45,98.45,-400000.0,1565000.0,-4289.36,0 days 00:01:00,Sell,False
USD,2025-08-21 15:08:00,754245,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16117,25,25.0,-100000.0,1465000.0,-4264.36,0 days 00:00:00,Sell,False
USD,2025-08-21 15:13:00,754285,Buy,CFD,Metals,XAU/USD,USD,200.0,3339.56,"1,258.70",1258.7,200.0,-235.0,277503.38,0 days 00:32:00,Sell,False
USD,2025-08-21 15:13:00,754305,Buy,CFD,Metals,XAU/USD,USD,100.0,3339.46,636,636.0,100.0,-135.0,278139.38,0 days 00:00:00,Buy,False
USD,2025-08-21 15:13:00,754316,Buy,CFD,Metals,XAU/USD,USD,50.0,3339.46,222.6,222.6,50.0,-85.0,278361.98,0 days 00:00:00,Buy,False
USD,2025-08-21 15:13:00,754275,Buy,CFD,Metals,XAU/USD,USD,100.0,3339.34,650,650.0,100.0,15.0,279011.98,0 days 00:00:00,Buy,False
USD,2025-08-21 15:15:00,754335,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16042,-39.85,-39.85,-100000.0,1365000.0,-4304.21,0 days 00:07:00,Sell,False
USD,2025-08-21 15:15:00,754346,Sell,FOREX,Forex Majors,EUR/USD,USD,400000.0,1.16039,-148.35,-148.35,-400000.0,965000.0,-4452.56,0 days 00:00:00,Sell,False
USD,2025-08-21 15:17:00,754365,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16043,-34,-34.0,-100000.0,865000.0,-4486.56,0 days 00:02:00,Sell,False
USD,2025-08-21 15:17:00,754375,Sell,FOREX,Forex Majors,EUR/USD,USD,400000.0,1.16042,-140,-140.0,-400000.0,465000.0,-4626.56,0 days 00:00:00,Sell,False
USD,2025-08-21 15:19:00,754395,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16041,-36,-36.0,-100000.0,365000.0,-4662.56,0 days 00:02:00,Sell,False
USD,2025-08-21 15:19:00,754406,Sell,FOREX,Forex Majors,EUR/USD,USD,400000.0,1.16039,-135.21,-135.21,-400000.0,-35000.0,-4797.77,0 days 00:00:00,Sell,False
USD,2025-08-21 15:36:00,754425,Buy,CFD,Metals,XAU/USD,USD,100.0,3344.52,—,0.0,100.0,115.0,279011.98,0 days 00:23:00,Buy,False
USD,2025-08-21 15:36:00,754436,Buy,CFD,Metals,XAU/USD,USD,200.0,3344.56,—,0.0,200.0,315.0,279011.98,0 days 00:00:00,Buy,False
USD,2025-08-21 15:36:00,754455,Sell,CFD,Metals,XAU/USD,USD,100.0,3344.36,59.9,59.9,-100.0,215.0,279071.88,0 days 00:00:00,Buy,True
USD,2025-08-21 15:36:00,754465,Sell,CFD,Metals,XAU/USD,USD,200.0,3344.29,-53.4,-53.4,-200.0,15.0,279018.48,0 days 00:00:00,Sell,False
USD,2025-08-21 15:36:00,754496,Sell,CFD,Metals,XAU/USD,USD,200.0,3344.28,—,0.0,-200.0,-185.0,279018.48,0 days 00:00:00,Sell,False
USD,2025-08-21 15:36:00,754485,Sell,CFD,Metals,XAU/USD,USD,100.0,3344.34,-3.3,-3.3,-100.0,-285.0,279015.18,0 days 00:00:00,Sell,False
USD,2025-08-21 16:52:00,754525,Buy,CFD,Metals,XAU/USD,USD,200.0,3339.14,950.9,950.9,200.0,-85.0,279966.08,0 days 01:16:00,Sell,False
USD,2025-08-21 16:52:00,754515,Buy,CFD,Metals,XAU/USD,USD,100.0,3339.09,524.1,524.1,100.0,15.0,280490.18,0 days 00:00:00,Buy,False
USD,2025-08-21 17:09:00,754545,Sell,CFD,Metals,XAU/USD,USD,90.0,3341.99,42.75,42.75,-90.0,-75.0,280532.93,0 days 00:17:00,Buy,False
USD,2025-08-21 17:14:00,754576,Sell,FOREX,Forex Majors,EUR/USD,USD,75000.0,1.16165,—,0.0,-75000.0,-110000.0,-4797.77,0 days 01:55:00,Sell,False
USD,2025-08-21 17:23:00,754593,Buy,FOREX,Forex Majors,EUR/USD,USD,75000.0,1.16151,-33.6,-33.6,75000.0,-35000.0,-4831.37,0 days 00:09:00,Sell,False
USD,2025-08-21 17:34:00,754610,Buy,CFD,Metals,XAU/USD,USD,90.0,3340.0,149.25,149.25,90.0,15.0,280682.18,0 days 00:25:00,Sell,False
USD,2025-08-21 17:47:00,754775,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16173,—,0.0,-100000.0,-135000.0,-4831.37,0 days 00:24:00,Buy,False
USD,2025-08-21 17:47:00,754761,Sell,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16173,—,0.0,-50000.0,-185000.0,-4831.37,0 days 00:00:00,Sell,False
USD,2025-08-21 17:47:00,754728,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16172,—,0.0,-100000.0,-285000.0,-4831.37,0 days 00:00:00,Sell,False
USD,2025-08-21 17:47:00,754709,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16173,—,0.0,-100000.0,-385000.0,-4831.37,0 days 00:00:00,Sell,False
USD,2025-08-21 17:47:00,754694,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16173,—,0.0,-100000.0,-485000.0,-4831.37,0 days 00:00:00,Sell,False
USD,2025-08-21 17:47:00,754660,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16172,—,0.0,-100000.0,-585000.0,-4831.37,0 days 00:00:00,Sell,False
USD,2025-08-21 17:47:00,754625,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16172,—,0.0,-100000.0,-685000.0,-4831.37,0 days 00:00:00,Sell,False
USD,2025-08-21 17:47:00,754629,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16172,—,0.0,-100000.0,-785000.0,-4831.37,0 days 00:00:00,Sell,False
USD,2025-08-21 17:47:00,754677,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16172,—,0.0,-100000.0,-885000.0,-4831.37,0 days 00:00:00,Sell,False
USD,2025-08-21 17:48:00,754862,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16173,—,0.0,-100000.0,-985000.0,-4831.37,0 days 00:01:00,Sell,False
USD,2025-08-21 17:48:00,754845,Sell,FOREX,Forex Majors,EUR/USD,USD,100000.0,1.16173,—,0.0,-100000.0,-1085000.0,-4831.37,0 days 00:00:00,Sell,False
