Transfer CCY,Transfer Date,Order ID,Buy/Sell,Instrument type,Instrument subtype,Instrument,Instrument CCY,Trade Amount,Trade Price,Settled PL,Settled PL Clean,Signed Amount,Cumulative Position,Cumulative PL,Time Diff,Prev Side,Is_Toxic
USD,2025-08-06 15:57:00,705174,Sell,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16465,—,0.0,-50000.0,-50000.0,0.0,,,False
USD,2025-08-06 15:58:00,705180,Buy,FOREX,Forex Majors,EUR/USD,USD,50000.0,1.16453,6,6.0,50000.0,0.0,6.0,0 days 00:01:00,Sell,True
USD,2025-08-06 15:59:00,705188,Sell,FOREX,Forex Majors,EUR/USD,USD,20000.0,1.16462,—,0.0,-20000.0,-20000.0,6.0,0 days 00:01:00,Buy,True
USD,2025-08-07 12:06:00,707131,Buy,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16434,—,0.0,1000000.0,980000.0,6.0,0 days 20:07:00,Sell,False
USD,2025-08-07 12:11:00,707152,Sell,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16423,-110,-110.0,-1000000.0,-20000.0,-104.0,0 days 00:05:00,Buy,False
USD,2025-08-07 12:14:00,707159,Buy,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16376,—,0.0,1000000.0,980000.0,-104.0,0 days 00:03:00,Sell,False
USD,2025-08-07 12:15:00,707172,Buy,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16426,—,0.0,1000000.0,1980000.0,-104.0,0 days 00:01:00,Buy,False
USD,2025-08-07 12:16:00,707179,Sell,FOREX,Forex Majors,EUR/USD,USD,2000000.0,1.16442,820,820.0,-2000000.0,-20000.0,716.0,0 days 00:01:00,Buy,True
USD,2025-08-07 12:22:00,707186,Buy,FOREX,Forex Majors,EUR/USD,USD,4999999.0,1.16533,—,0.0,4999999.0,4979999.0,716.0,0 days 00:06:00,Sell,False
USD,2025-08-07 12:23:00,707193,Buy,FOREX,Forex Majors,EUR/USD,USD,35000.0,1.16525,—,0.0,35000.0,5014999.0,716.0,0 days 00:01:00,Buy,False
USD,2025-08-07 12:23:00,707200,Buy,FOREX,Forex Majors,EUR/USD,USD,10000.0,1.16539,—,0.0,10000.0,5024999.0,716.0,0 days 00:00:00,Buy,False
USD,2025-08-07 12:25:00,707217,Sell,FOREX,Forex Majors,EUR/USD,USD,10000.0,1.16549,1.6,1.6,-10000.0,5014999.0,717.6,0 days 00:02:00,Buy,False
USD,2025-08-07 12:25:00,707224,Sell,FOREX,Forex Majors,EUR/USD,USD,35000.0,1.16544,3.85,3.85,-35000.0,4979999.0,721.45,0 days 00:00:00,Sell,False
USD,2025-08-07 12:27:00,707265,Sell,FOREX,Forex Majors,EUR/USD,USD,999999.0,1.16481,-517.8,-517.8,-999999.0,3980000.0,203.6500000000001,0 days 00:02:00,Sell,False
USD,2025-08-07 12:27:00,707258,Sell,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16482,-510,-510.0,-1000000.0,2980000.0,-306.3499999999999,0 days 00:00:00,Sell,False
USD,2025-08-07 12:27:00,707244,Sell,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16483,-500,-500.0,-1000000.0,1980000.0,-806.3499999999999,0 days 00:00:00,Sell,False
USD,2025-08-07 12:27:00,707237,Sell,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16483,-500,-500.0,-1000000.0,980000.0,-1306.35,0 days 00:00:00,Sell,False
USD,2025-08-07 12:27:00,707251,Sell,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16481,-520,-520.0,-1000000.0,-20000.0,-1826.35,0 days 00:00:00,Sell,False
USD,2025-08-07 12:30:00,707272,Buy,FOREX,Forex Majors,EUR/USD,USD,5000000.0,1.16548,—,0.0,5000000.0,4980000.0,-1826.35,0 days 00:03:00,Sell,False
USD,2025-08-07 12:31:00,707279,Buy,FOREX,Forex Majors,EUR/USD,USD,25000.0,1.1653,—,0.0,25000.0,5005000.0,-1826.35,0 days 00:01:00,Buy,False
USD,2025-08-07 12:31:00,707286,Buy,FOREX,Forex Majors,EUR/USD,USD,10000.0,1.16539,—,0.0,10000.0,5015000.0,-1826.35,0 days 00:00:00,Buy,False
USD,2025-08-07 12:32:00,707302,Sell,FOREX,Forex Majors,EUR/USD,USD,10000.0,1.16539,-0.9,-0.9,-10000.0,5005000.0,-1827.25,0 days 00:01:00,Buy,True
USD,2025-08-07 12:32:00,707309,Sell,FOREX,Forex Majors,EUR/USD,USD,25000.0,1.16541,-1.75,-1.75,-25000.0,4980000.0,-1829.0,0 days 00:00:00,Sell,False
USD,2025-08-07 12:33:00,707344,Sell,FOREX,Forex Majors,EUR/USD,USD,990000.0,1.1657,222.3,222.3,-990000.0,3990000.0,-1606.6999999999998,0 days 00:01:00,Sell,False
USD,2025-08-07 12:33:00,707316,Sell,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16524,-240,-240.0,-1000000.0,2990000.0,-1846.6999999999998,0 days 00:00:00,Sell,False
USD,2025-08-07 12:33:00,707323,Sell,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.1656,120,120.0,-1000000.0,1990000.0,-1726.6999999999998,0 days 00:00:00,Sell,False
USD,2025-08-07 12:33:00,707330,Sell,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16553,50,50.0,-1000000.0,990000.0,-1676.6999999999998,0 days 00:00:00,Sell,False
USD,2025-08-07 12:33:00,707337,Sell,FOREX,Forex Majors,EUR/USD,USD,1000000.0,1.16563,150,150.0,-1000000.0,-10000.0,-1526.6999999999998,0 days 00:00:00,Sell,False
USD,2025-08-07 12:33:00,707351,Sell,FOREX,Forex Majors,EUR/USD,USD,10000.0,1.16572,3.29,3.29,-10000.0,-20000.0,-1523.4099999999999,0 days 00:00:00,Sell,False
USD,2025-08-07 12:36:00,707364,Sell,CFD,Metals,XAU/USD,USD,50.0,3388.76,—,0.0,-50.0,-50.0,0.0,,,False
USD,2025-08-07 13:08:00,707385,Sell,CFD,Metals,XAU/USD,USD,100.0,3383.64,—,0.0,-100.0,-150.0,0.0,0 days 00:32:00,Sell,False
USD,2025-08-07 13:08:00,707371,Sell,CFD,Metals,XAU/USD,USD,100.0,3383.61,—,0.0,-100.0,-250.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 13:08:00,707392,Sell,CFD,Metals,XAU/USD,USD,100.0,3383.72,—,0.0,-100.0,-350.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 13:08:00,707399,Sell,CFD,Metals,XAU/USD,USD,100.0,3383.7,—,0.0,-100.0,-450.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 13:08:00,707378,Sell,CFD,Metals,XAU/USD,USD,100.0,3383.64,—,0.0,-100.0,-550.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 13:08:00,707434,Sell,CFD,Metals,XAU/USD,USD,100.0,3383.77,—,0.0,-100.0,-650.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 13:08:00,707427,Sell,CFD,Metals,XAU/USD,USD,100.0,3383.77,—,0.0,-100.0,-750.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 13:08:00,707420,Sell,CFD,Metals,XAU/USD,USD,100.0,3384.02,—,0.0,-100.0,-850.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 13:08:00,707413,Sell,CFD,Metals,XAU/USD,USD,100.0,3384.01,—,0.0,-100.0,-950.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 13:08:00,707406,Sell,CFD,Metals,XAU/USD,USD,100.0,3383.91,—,0.0,-100.0,-1050.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:05:00,709339,Sell,CFD,Metals,XAU/USD,USD,100.0,3403.46,—,0.0,-100.0,-1150.0,0.0,0 days 08:57:00,Sell,False
USD,2025-08-07 22:05:00,709367,Sell,CFD,Metals,XAU/USD,USD,100.0,3402.88,—,0.0,-100.0,-1250.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:05:00,709360,Sell,CFD,Metals,XAU/USD,USD,100.0,3402.54,—,0.0,-100.0,-1350.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:05:00,709353,Sell,CFD,Metals,XAU/USD,USD,100.0,3403.06,—,0.0,-100.0,-1450.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:05:00,709346,Sell,CFD,Metals,XAU/USD,USD,100.0,3403.46,—,0.0,-100.0,-1550.0,0.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:12:00,709374,Buy,CFD,Metals,XAU/USD,USD,100.0,3394.53,-834.5,-834.5,100.0,-1450.0,-834.5,0 days 00:07:00,Sell,False
USD,2025-08-07 22:12:00,709381,Buy,CFD,Metals,XAU/USD,USD,100.0,3394.46,"-1,083.50",-1083.5,100.0,-1350.0,-1918.0,0 days 00:00:00,Buy,False
USD,2025-08-07 22:12:00,709388,Buy,CFD,Metals,XAU/USD,USD,100.0,3394.29,"-1,065.00",-1065.0,100.0,-1250.0,-2983.0,0 days 00:00:00,Buy,False
USD,2025-08-07 22:12:00,709409,Buy,CFD,Metals,XAU/USD,USD,100.0,3394.13,"-1,032.50",-1032.5,100.0,-1150.0,-4015.5,0 days 00:00:00,Buy,False
USD,2025-08-07 22:12:00,709416,Buy,CFD,Metals,XAU/USD,USD,100.0,3394.13,"-1,017.00",-1017.0,100.0,-1050.0,-5032.5,0 days 00:00:00,Buy,False
USD,2025-08-07 22:12:00,709423,Buy,CFD,Metals,XAU/USD,USD,100.0,3393.97,-995.5,-995.5,100.0,-950.0,-6028.0,0 days 00:00:00,Buy,False
USD,2025-08-07 22:12:00,709430,Buy,CFD,Metals,XAU/USD,USD,100.0,3393.49,-959.5,-959.5,100.0,-850.0,-6987.5,0 days 00:00:00,Buy,False
USD,2025-08-07 22:12:00,709395,Buy,CFD,Metals,XAU/USD,USD,100.0,3394.55,"-1,087.00",-1087.0,100.0,-750.0,-8074.5,0 days 00:00:00,Buy,False
USD,2025-08-07 22:12:00,709402,Buy,CFD,Metals,XAU/USD,USD,100.0,3394.43,"-1,072.00",-1072.0,100.0,-650.0,-9146.5,0 days 00:00:00,Buy,False
USD,2025-08-07 22:12:00,709437,Buy,CFD,Metals,XAU/USD,USD,100.0,3393.32,-955,-955.0,100.0,-550.0,-10101.5,0 days 00:00:00,Buy,False
USD,2025-08-07 22:16:00,709451,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.83,"1,063.00",1063.0,100.0,-450.0,-9038.5,0 days 00:04:00,Buy,False
USD,2025-08-07 22:16:00,709444,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.98,63.5,63.5,100.0,-350.0,-8975.0,0 days 00:00:00,Buy,False
USD,2025-08-07 22:16:00,709486,Buy,CFD,Metals,XAU/USD,USD,100.0,3393.07,—,0.0,100.0,-250.0,-8975.0,0 days 00:00:00,Buy,False
USD,2025-08-07 22:16:00,709493,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.79,—,0.0,100.0,-150.0,-8975.0,0 days 00:00:00,Buy,False
USD,2025-08-07 22:16:00,709472,Buy,CFD,Metals,XAU/USD,USD,100.0,3393.03,968,968.0,100.0,-50.0,-8007.0,0 days 00:00:00,Buy,False
USD,2025-08-07 22:16:00,709465,Buy,CFD,Metals,XAU/USD,USD,100.0,3393.17,963,963.0,100.0,50.0,-7044.0,0 days 00:00:00,Buy,False
USD,2025-08-07 22:16:00,709458,Buy,CFD,Metals,XAU/USD,USD,100.0,3393.21,"1,005.00",1005.0,100.0,150.0,-6039.0,0 days 00:00:00,Buy,False
USD,2025-08-07 22:16:00,709479,Buy,CFD,Metals,XAU/USD,USD,100.0,3393.05,491.5,491.5,100.0,250.0,-5547.5,0 days 00:00:00,Buy,False
USD,2025-08-07 22:17:00,709500,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.79,—,0.0,100.0,350.0,-5547.5,0 days 00:01:00,Buy,False
USD,2025-08-07 22:17:00,709507,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.79,—,0.0,100.0,450.0,-5547.5,0 days 00:00:00,Buy,False
USD,2025-08-07 22:57:00,709521,Sell,CFD,Metals,XAU/USD,USD,100.0,3403.47,"1,054.00",1054.0,-100.0,350.0,-4493.5,0 days 00:40:00,Buy,False
USD,2025-08-07 22:57:00,709528,Sell,CFD,Metals,XAU/USD,USD,100.0,3403.47,"1,068.00",1068.0,-100.0,250.0,-3425.5,0 days 00:00:00,Sell,False
USD,2025-08-07 22:57:00,709535,Sell,CFD,Metals,XAU/USD,USD,100.0,3403.55,"1,076.00",1076.0,-100.0,150.0,-2349.5,0 days 00:00:00,Sell,False
USD,2025-08-07 22:57:00,709542,Sell,CFD,Metals,XAU/USD,USD,100.0,3403.64,542.5,542.5,-100.0,50.0,-1807.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:57:00,709549,Sell,CFD,Metals,XAU/USD,USD,100.0,3403.72,—,0.0,-100.0,-50.0,-1807.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:57:00,709556,Sell,CFD,Metals,XAU/USD,USD,100.0,3403.72,—,0.0,-100.0,-150.0,-1807.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:57:00,709514,Sell,CFD,Metals,XAU/USD,USD,100.0,3403.47,"1,041.00",1041.0,-100.0,-250.0,-766.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:58:00,709584,Sell,CFD,Metals,XAU/USD,USD,100.0,3404.16,—,0.0,-100.0,-350.0,-766.0,0 days 00:01:00,Sell,False
USD,2025-08-07 22:58:00,709577,Sell,CFD,Metals,XAU/USD,USD,100.0,3404.42,—,0.0,-100.0,-450.0,-766.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:58:00,709570,Sell,CFD,Metals,XAU/USD,USD,100.0,3404.5,—,0.0,-100.0,-550.0,-766.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:58:00,709563,Sell,CFD,Metals,XAU/USD,USD,100.0,3404.54,—,0.0,-100.0,-650.0,-766.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:59:00,709605,Sell,CFD,Metals,XAU/USD,USD,100.0,3405.76,—,0.0,-100.0,-750.0,-766.0,0 days 00:01:00,Sell,False
USD,2025-08-07 22:59:00,709598,Sell,CFD,Metals,XAU/USD,USD,100.0,3405.94,—,0.0,-100.0,-850.0,-766.0,0 days 00:00:00,Sell,False
USD,2025-08-07 22:59:00,709591,Sell,CFD,Metals,XAU/USD,USD,100.0,3405.9,—,0.0,-100.0,-950.0,-766.0,0 days 00:00:00,Sell,False
USD,2025-08-07 23:00:00,709612,Sell,CFD,Metals,XAU/USD,USD,100.0,3406.08,—,0.0,-100.0,-1050.0,-766.0,0 days 00:01:00,Sell,False
USD,2025-08-07 23:01:00,709647,Sell,CFD,Metals,XAU/USD,USD,100.0,3406.21,—,0.0,-100.0,-1150.0,-766.0,0 days 00:01:00,Sell,False
USD,2025-08-07 23:01:00,709619,Sell,CFD,Metals,XAU/USD,USD,100.0,3406.38,—,0.0,-100.0,-1250.0,-766.0,0 days 00:00:00,Sell,False
USD,2025-08-07 23:01:00,709626,Sell,CFD,Metals,XAU/USD,USD,100.0,3406.33,—,0.0,-100.0,-1350.0,-766.0,0 days 00:00:00,Sell,False
USD,2025-08-07 23:01:00,709640,Sell,CFD,Metals,XAU/USD,USD,100.0,3406.21,—,0.0,-100.0,-1450.0,-766.0,0 days 00:00:00,Sell,False
USD,2025-08-07 23:01:00,709633,Sell,CFD,Metals,XAU/USD,USD,100.0,3406.21,—,0.0,-100.0,-1550.0,-766.0,0 days 00:00:00,Sell,False
USD,2025-08-08 05:43:00,709817,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.51,"1,370.00",1370.0,100.0,-1450.0,604.0,0 days 06:42:00,Sell,False
USD,2025-08-08 05:43:00,709726,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.56,"1,112.00",1112.0,100.0,-1350.0,1716.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709733,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.49,"1,123.00",1123.0,100.0,-1250.0,2839.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709747,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.49,"1,203.00",1203.0,100.0,-1150.0,4042.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709754,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.49,"1,197.00",1197.0,100.0,-1050.0,5239.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709761,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.49,"1,180.00",1180.0,100.0,-950.0,6419.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709768,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.49,"1,254.00",1254.0,100.0,-850.0,7673.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709775,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.49,"1,343.00",1343.0,100.0,-750.0,9016.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709810,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.52,"1,375.00",1375.0,100.0,-650.0,10391.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709782,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.54,"1,331.00",1331.0,100.0,-550.0,11722.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709859,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.5,—,0.0,100.0,-450.0,11722.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709852,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.5,—,0.0,100.0,-350.0,11722.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709845,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.5,—,0.0,100.0,-250.0,11722.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709838,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.51,—,0.0,100.0,-150.0,11722.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709831,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.51,685,685.0,100.0,-50.0,12407.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709796,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.52,"1,371.00",1371.0,100.0,50.0,13778.0,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709803,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.52,"1,383.50",1383.5,100.0,150.0,15161.5,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709789,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.53,"1,339.00",1339.0,100.0,250.0,16500.5,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709824,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.51,"1,370.00",1370.0,100.0,350.0,17870.5,0 days 00:00:00,Buy,False
USD,2025-08-08 05:43:00,709740,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.49,"1,164.00",1164.0,100.0,450.0,19034.5,0 days 00:00:00,Buy,False
USD,2025-08-08 08:21:00,709999,Sell,CFD,Metals,XAU/USD,USD,100.0,3401.01,—,0.0,-100.0,350.0,19034.5,0 days 02:38:00,Buy,False
USD,2025-08-08 08:21:00,709873,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.91,840.5,840.5,-100.0,250.0,19875.0,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709880,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.94,844,844.0,-100.0,150.0,20719.0,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709887,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.93,843,843.0,-100.0,50.0,21562.0,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709894,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.93,421.5,421.5,-100.0,-50.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709901,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.93,—,0.0,-100.0,-150.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709908,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.93,—,0.0,-100.0,-250.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709915,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.92,—,0.0,-100.0,-350.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709922,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.92,—,0.0,-100.0,-450.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709929,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.92,—,0.0,-100.0,-550.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709936,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.86,—,0.0,-100.0,-650.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709943,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.86,—,0.0,-100.0,-750.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709950,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.87,—,0.0,-100.0,-850.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709957,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.87,—,0.0,-100.0,-950.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709964,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.85,—,0.0,-100.0,-1050.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709971,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.88,—,0.0,-100.0,-1150.0,21983.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709866,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.94,843,843.0,-100.0,-1250.0,22826.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709978,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.9,—,0.0,-100.0,-1350.0,22826.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709985,Sell,CFD,Metals,XAU/USD,USD,100.0,3401.07,—,0.0,-100.0,-1450.0,22826.5,0 days 00:00:00,Sell,False
USD,2025-08-08 08:21:00,709992,Sell,CFD,Metals,XAU/USD,USD,100.0,3401.01,—,0.0,-100.0,-1550.0,22826.5,0 days 00:00:00,Sell,False
USD,2025-08-08 10:26:00,710060,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.38,855,855.0,100.0,-1450.0,23681.5,0 days 02:05:00,Sell,False
USD,2025-08-08 10:26:00,710067,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.38,855,855.0,100.0,-1350.0,24536.5,0 days 00:00:00,Buy,False
USD,2025-08-08 10:26:00,710074,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.38,854.5,854.5,100.0,-1250.0,25391.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:26:00,710081,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.24,868,868.0,100.0,-1150.0,26259.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:26:00,710088,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.24,868,868.0,100.0,-1050.0,27127.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710165,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.42,429.5,429.5,100.0,-950.0,27556.5,0 days 00:01:00,Buy,False
USD,2025-08-08 10:27:00,710095,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.26,863,863.0,100.0,-850.0,28419.5,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710102,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.26,860,860.0,100.0,-750.0,29279.5,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710109,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.27,859.5,859.5,100.0,-650.0,30139.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710116,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.38,849,849.0,100.0,-550.0,30988.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710123,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.38,848,848.0,100.0,-450.0,31836.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710130,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.36,850.5,850.5,100.0,-350.0,32686.5,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710137,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.36,853,853.0,100.0,-250.0,33539.5,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710144,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.56,842.5,842.5,100.0,-150.0,34382.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710151,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.57,847,847.0,100.0,-50.0,35229.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710158,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.56,845,845.0,100.0,50.0,36074.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710186,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.55,—,0.0,100.0,150.0,36074.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710172,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.61,—,0.0,100.0,250.0,36074.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710179,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.53,—,0.0,100.0,350.0,36074.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:27:00,710193,Buy,CFD,Metals,XAU/USD,USD,100.0,3392.6,—,0.0,100.0,450.0,36074.0,0 days 00:00:00,Buy,False
USD,2025-08-08 10:36:00,710218,Sell,CFD,Metals,XAU/USD,USD,100.0,3388.49,-402.5,-402.5,-100.0,350.0,35671.5,0 days 00:09:00,Buy,False
USD,2025-08-08 11:24:00,710225,Sell,CFD,Metals,XAU/USD,USD,100.0,3380.83,"-1,174.00",-1174.0,-100.0,250.0,34497.5,0 days 00:48:00,Sell,False
USD,2025-08-08 12:06:00,710232,Buy,CFD,Metals,XAU/USD,USD,56.0,3386.84,—,0.0,56.0,306.0,34497.5,0 days 00:42:00,Sell,False
USD,2025-08-08 12:37:00,710239,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.56,802,802.0,-100.0,206.0,35299.5,0 days 00:31:00,Buy,False
USD,2025-08-08 12:37:00,710246,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.63,805.5,805.5,-100.0,106.0,36105.0,0 days 00:00:00,Sell,False
USD,2025-08-08 12:37:00,710253,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.42,"1,070.00",1070.0,-100.0,6.0,37175.0,0 days 00:00:00,Sell,False
USD,2025-08-08 12:37:00,710260,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.29,80.7,80.7,-100.0,-94.0,37255.7,0 days 00:00:00,Sell,False
USD,2025-08-08 12:37:00,710267,Sell,CFD,Metals,XAU/USD,USD,100.0,3400.08,—,0.0,-100.0,-194.0,37255.7,0 days 00:00:00,Sell,False
USD,2025-08-08 12:37:00,710358,Sell,CFD,Metals,XAU/USD,USD,100.0,3399.49,—,0.0,-100.0,-294.0,37255.7,0 days 00:00:00,Sell,False
